transID,payCardID,halteID_tapIn,halteID_tapOut,corridorID,transaction_created_at,tapInTime,tapOutTime,duration,stopStartSeq,stopEndSeq,seqAmount,payAmount
PUNG808S4J74DV,30233090748972,P00161,P00097,8A,2023-04-14,2023-04-14T05:50:45.000Z,2023-04-14T06:12:16.000Z,21,6,7.0,1.0,3500.0
KUXW770D1Y00RS,213135078300214,B05129P,unknown,JAK.19,2023-04-14,2023-04-14T12:31:12.000Z,"","",39,"","",0.0
XDIY164H4M81DR,4760137225202,B03512P,B04713P,JAK.45,2023-04-14,2023-04-14T13:03:10.000Z,2023-04-14T14:34:55.000Z,31,8,26.0,18.0,0.0
OQNM064K3R80QZ,3521643682976940,P00170,P00181,M9,2023-04-14,2023-04-14T11:02:45.000Z,2023-04-14T12:17:36.000Z,14,23,24.0,1.0,3500.0
ATIY003U6Z38WK,4407982607791,B06053P,B00158P,1H,2023-04-14,2023-04-14T09:32:07.000Z,2023-04-14T11:13:49.000Z,41,1,11.0,10.0,3500.0
ZULX126M5J52KV,344919939144164,B06732P,B06736P,6T,2023-04-14,2023-04-14T09:16:53.000Z,2023-04-14T11:10:26.000Z,53,28,41.0,13.0,3500.0
VXBK097W1M45PD,4140911047830363924,B01208P,B03396P,JAK.48A,2023-04-14,2023-04-14T09:55:32.000Z,2023-04-14T11:54:40.000Z,59,7,19.0,12.0,""
ONAT864I4R30AI,5114535082212157,B00066P,B04924P,6N,2023-04-14,2023-04-14T10:09:25.000Z,2023-04-14T11:41:18.000Z,31,10,12.0,2.0,3500.0
TKVV697X8W71HA,374826778607941,B02182P,B02642P,JAK.110A,2023-04-14,2023-04-14T06:07:51.000Z,2023-04-14T07:53:46.000Z,45,38,43.0,5.0,0.0
UTFV135B4L20YZ,3577254949793269,B02485P,B04041P,unknown,2023-04-14,2023-04-14T06:36:17.000Z,2023-04-14T07:42:28.000Z,6,39,44.0,5.0,0.0
YZML542G1U56RY,3541980313378864,B05458P,B03977P,11N,2023-04-14,2023-04-14T07:22:08.000Z,2023-04-14T08:57:17.000Z,35,7,11.0,4.0,0.0
KFFH112G7Q40MR,503859106877,B06053P,B05693P,2Q,2023-04-14,2023-04-14T08:32:08.000Z,2023-04-14T10:14:45.000Z,42,0,4.0,4.0,3500.0
PCJF135Q4K63PJ,4569004720406572858,B05798P,unknown,JAK.35,2023-04-14,2023-04-14T08:07:55.000Z,2023-04-14T08:34:22.000Z,26,26,28.0,2.0,0.0
SHWK733U4K07YB,2221445182130548,B00226P,B00248P,7C,2023-04-14,2023-04-14T13:20:57.000Z,2023-04-14T15:14:15.000Z,53,1,2.0,1.0,3500.0
PDPB795I6U63VT,2556356195137492,B05029P,B03972P,JAK.12,2023-04-14,2023-04-14T08:00:28.000Z,2023-04-14T08:59:42.000Z,59,28,54.0,26.0,0.0
DJUK790I6N34SC,3594955647820605,B06544P,B06551P,unknown,2023-04-14,2023-04-14T07:19:09.000Z,2023-04-14T09:18:08.000Z,58,1,9.0,8.0,0.0
GFMO066H8F21AB,5578930710752840,B00792P,B02077P,11N,2023-04-14,2023-04-14T07:24:33.000Z,2023-04-14T08:05:52.000Z,41,3,12.0,9.0,0.0
TOYX406Y5T49HY,4824850146050,B06777P,B02143P,2B,2023-04-14,2023-04-14T07:15:59.000Z,2023-04-14T09:15:09.000Z,59,9,17.0,8.0,3500.0
MRHO027Q5Z74YW,4676547013558532566,P00256,P00222,6A,2023-04-14,2023-04-14T11:40:02.000Z,2023-04-14T12:29:50.000Z,49,0,2.0,2.0,3500.0
QIKF979A8B52NV,3521870832057616,B02472P,B04201P,D11,2023-04-14,2023-04-14T12:41:43.000Z,2023-04-14T14:32:48.000Z,51,5,6.0,1.0,3500.0
BNOR380L5S27CG,4883884234588862,B05012P,B03247P,JAK.14,2023-04-14,2023-04-14T05:29:52.000Z,2023-04-14T06:56:11.000Z,26,53,57.0,4.0,0.0
HCGW716I3A80QN,345385804376449,B04650P,unknown,JAK.03,2023-04-14,2023-04-14T13:04:23.000Z,"","",11,"","",0.0
ZYUM245D7Y29WD,4874773937841002647,B00064P,B04505P,6C,2023-04-14,2023-04-14T11:07:43.000Z,2023-04-14T11:45:45.000Z,38,7,22.0,15.0,3500.0
EMKI969L6W76AQ,4827442129358526,P00135,P00238,4D,2023-04-14,2023-04-14T07:49:52.000Z,2023-04-14T09:48:17.000Z,58,9,15.0,6.0,3500.0
WJEN092B2O39BB,6547155617203954,B03214P,B05841P,5N,2023-04-14,2023-04-14T07:54:24.000Z,2023-04-14T08:40:28.000Z,46,39,40.0,1.0,3500.0
GCKB710W8V11HG,4993710478837,B02801P,B03291P,2E,2023-04-14,2023-04-14T05:01:05.000Z,2023-04-14T06:12:35.000Z,11,15,26.0,11.0,0.0
SSEN335E7S31NW,346835441559343,B05725P,B02830P,1R,2023-04-14,2023-04-14T08:10:29.000Z,2023-04-14T09:56:50.000Z,46,0,7.0,7.0,3500.0
WLSS894K2A43VW,4016568396545,B04795P,B01549P,JAK.32,2023-04-14,2023-04-14T05:17:13.000Z,2023-04-14T05:48:26.000Z,31,10,43.0,33.0,0.0
OEFS671W2B36DU,5321470256126935,P00044,P00144,13B,2023-04-14,2023-04-14T05:56:08.000Z,2023-04-14T06:23:30.000Z,27,10,13.0,3.0,3500.0
SKEH355J9S87RE,2716817624410658,P00150,P00038,2A,2023-04-14,2023-04-14T08:02:15.000Z,2023-04-14T09:36:13.000Z,33,16,19.0,3.0,3500.0
CDIM915O3H90IL,3502967899324468,B00340P,B05644P,6Q,2023-04-14,2023-04-14T12:19:39.000Z,2023-04-14T13:03:03.000Z,43,10,30.0,20.0,3500.0
SWUQ418Z5W16ZJ,30566784196002,B03344P,B02188P,JAK.28,2023-04-14,2023-04-14T13:31:06.000Z,2023-04-14T15:07:15.000Z,36,5,28.0,23.0,0.0
FXEJ296F3A19CK,4613911137735824,P00273,P00164,M6,2023-04-14,2023-04-14T06:44:17.000Z,2023-04-14T08:26:34.000Z,42,14,16.0,2.0,3500.0
BLAD773J6O95KU,3581752444414350,B06770P,B04975P,JAK.106,2023-04-14,2023-04-14T07:40:30.000Z,2023-04-14T08:01:40.000Z,21,15,21.0,6.0,0.0
OUPK843I6W58SD,4699023220672919,B05908P,B04061P,JAK.47,2023-04-14,2023-04-14T08:01:04.000Z,2023-04-14T09:59:09.000Z,58,41,43.0,2.0,0.0
MLNC509P4R32VK,30411542225886,P00179,P00126,M9,2023-04-14,2023-04-14T05:10:33.000Z,2023-04-14T06:06:22.000Z,55,0,19.0,19.0,3500.0
GRGG317U3P17NF,213121182081593,B05544P,B06579P,1K,2023-04-14,2023-04-14T06:31:34.000Z,2023-04-14T08:18:02.000Z,46,6,9.0,3.0,20000.0
DJQE921O6P21XE,4804574576642,B00516P,B06854P,JAK.53,2023-04-14,2023-04-14T11:39:17.000Z,2023-04-14T13:38:36.000Z,59,47,61.0,14.0,0.0
ZVLJ879V9O86VE,4422444870929,B05976P,B05989P,unknown,2023-04-14,2023-04-14T12:33:55.000Z,2023-04-14T14:02:01.000Z,28,18,36.0,18.0,0.0
JIGN905I0S98IU,4068378587730,B00685P,P00157,2B,2023-04-14,2023-04-14T12:18:10.000Z,2023-04-14T13:20:08.000Z,1,27,28.0,1.0,3500.0
ZKYZ141W3X25KU,4055737709006,unknown,P00129,6B,2023-04-14,2023-04-14T09:01:12.000Z,2023-04-14T11:00:15.000Z,59,3,6.0,3.0,3500.0
EJHD231N6C34UI,370015486110380,B01323P,B04623P,JAK.48B,2023-04-14,2023-04-14T12:07:34.000Z,2023-04-14T12:39:50.000Z,32,14,15.0,1.0,""
KFIT908X9G55FQ,3534872160014081,P00012,P00104,4C,2023-04-14,2023-04-14T05:43:42.000Z,2023-04-14T06:18:04.000Z,34,3,4.0,1.0,3500.0
NFPX885Q4I38UR,6592199688926618,P00110,P00212,M8,2023-04-14,2023-04-14T06:34:21.000Z,2023-04-14T08:23:26.000Z,49,14,19.0,5.0,3500.0
IFWA706Z9V99GB,4822998072462404,B06557P,B06560P,JAK.86,2023-04-14,2023-04-14T07:58:35.000Z,2023-04-14T08:38:51.000Z,40,16,19.0,3.0,0.0
NLTR004P7A33GU,5550195894033357,B03619P,P00087,unknown,2023-04-14,2023-04-14T05:42:21.000Z,2023-04-14T07:31:06.000Z,48,9,15.0,6.0,3500.0
RHWW360X5D22DV,4504835338188867,B03024P,B04385P,JAK.120,2023-04-14,2023-04-14T11:53:12.000Z,2023-04-14T12:24:08.000Z,30,10,26.0,16.0,0.0
TBUB365L2L27GX,2294337563510525,B00495P,B05350P,5M,2023-04-14,2023-04-14T05:37:12.000Z,2023-04-14T07:00:37.000Z,23,27,28.0,1.0,3500.0
BPNG114S9F54GZ,2720228027487356,P00144,P00018,9C,2023-04-14,2023-04-14T13:40:52.000Z,2023-04-14T15:18:24.000Z,37,6,12.0,6.0,3500.0
NXZM460Y9O61PU,3508912774663915,unknown,B05931P,9H,2023-04-14,2023-04-14T13:55:42.000Z,2023-04-14T14:56:44.000Z,1,12,23.0,11.0,3500.0
OAUS893F9N27IV,213166032088637,B05445P,B06034P,2Q,2023-04-14,2023-04-14T05:45:59.000Z,2023-04-14T07:17:56.000Z,31,5,6.0,1.0,3500.0
HIJQ522H1L36ZF,4590339247562523,P00119,P00071,9C,2023-04-14,2023-04-14T09:00:31.000Z,2023-04-14T10:41:43.000Z,41,11,13.0,2.0,3500.0
ZDHZ847X6H06PA,180039849944954,B00437P,B01289P,JAK.27,2023-04-14,2023-04-14T12:28:41.000Z,2023-04-14T12:57:59.000Z,29,36,37.0,1.0,0.0
NFHS663F2J37XA,30375353002744,B04789P,P00095,JIS3,2023-04-14,2023-04-14T12:31:12.000Z,2023-04-14T13:17:14.000Z,46,11,14.0,3.0,3500.0
GNCU767Y2Q82QB,4668539141678666,B03010P,B00671P,JAK.20,2023-04-14,2023-04-14T08:13:18.000Z,2023-04-14T09:05:20.000Z,52,31,32.0,1.0,0.0
GZMB711O0X50KT,501843492007,B05519P,B02886P,12A,2023-04-14,2023-04-14T09:18:28.000Z,2023-04-14T10:03:47.000Z,45,6,10.0,4.0,3500.0
AOBO563X9B46XY,340306170432199,B05653P,B02077P,JAK.42,2023-04-14,2023-04-14T11:14:12.000Z,2023-04-14T13:10:38.000Z,56,5,23.0,18.0,0.0
IDLX477Q0S63DP,180073186339783,B01312P,B04653P,JAK.01,2023-04-14,2023-04-14T08:04:09.000Z,2023-04-14T08:35:00.000Z,30,3,12.0,9.0,0.0
FFFM731W2I99LY,503841011862,P00001,P00096,13B,2023-04-14,2023-04-14T09:52:46.000Z,2023-04-14T11:21:45.000Z,28,2,3.0,1.0,3500.0
IQOM918I0O80LU,6011412805910941,P00230,P00218,1F,2023-04-14,2023-04-14T07:36:07.000Z,2023-04-14T08:10:16.000Z,34,0,4.0,4.0,3500.0
FKDX640B8F96YB,4718616234301,B00666P,B00194P,B21,2023-04-14,2023-04-14T05:58:50.000Z,2023-04-14T06:34:47.000Z,35,4,5.0,1.0,3500.0
UEFN552M6C42SF,4790144523070821,P00090,P00170,9,2023-04-14,2023-04-14T08:44:25.000Z,2023-04-14T09:49:48.000Z,5,22,24.0,2.0,3500.0
ZEVO618X4K52FO,3566956122502027,B05640P,B02800P,11D,2023-04-14,2023-04-14T11:42:41.000Z,2023-04-14T13:40:37.000Z,57,11,22.0,11.0,3500.0
JVNF793A6S32AL,4565819618289286,B04986P,B02290P,JAK.07,2023-04-14,2023-04-14T11:24:11.000Z,2023-04-14T12:08:51.000Z,44,16,25.0,9.0,0.0
BAVB606W8W58BB,213183686660553,B04480P,B00520P,JAK.37,2023-04-14,2023-04-14T08:48:04.000Z,2023-04-14T09:54:14.000Z,6,21,25.0,4.0,0.0
RSCC687Z0E65YK,4736304277327671,B02735P,B02287P,T11,2023-04-14,2023-04-14T13:48:56.000Z,2023-04-14T15:41:46.000Z,52,3,12.0,9.0,3500.0
MDOG619B9B35VW,630485154219,B03012P,B02082P,JAK.48A,2023-04-14,2023-04-14T05:48:21.000Z,2023-04-14T06:52:35.000Z,4,18,20.0,2.0,""
NLNN464B8F52JS,375884069521593,B03005P,B04422P,JAK.59,2023-04-14,2023-04-14T09:56:50.000Z,2023-04-14T10:36:00.000Z,39,19,23.0,4.0,0.0
EXDC288N9J99VR,180076008017040,B01441P,B01291P,JAK.56,2023-04-14,2023-04-14T11:32:04.000Z,2023-04-14T12:51:52.000Z,19,13,22.0,9.0,0.0
BSQV586P0N52TX,30471339318393,P00237,P00175,M3,2023-04-14,2023-04-14T08:30:07.000Z,2023-04-14T10:00:09.000Z,30,14,15.0,1.0,3500.0
IZWN955V9E14LD,4040314383482,B00806P,B06049P,BW9,2023-04-14,2023-04-14T05:09:58.000Z,2023-04-14T06:37:53.000Z,27,0,7.0,7.0,0.0
UBII502F1E17KN,213119132205510,B05790P,B05148P,JAK.39,2023-04-14,2023-04-14T08:42:20.000Z,2023-04-14T09:02:45.000Z,20,1,28.0,27.0,0.0
VJNV006T2L28UW,4541880000962,B04065P,B03631P,JAK.31,2023-04-14,2023-04-14T06:59:33.000Z,2023-04-14T07:48:28.000Z,48,10,25.0,15.0,0.0
IBFB194P9E81AD,4321295069509396,B00342P,B02391P,6T,2023-04-14,2023-04-14T10:52:35.000Z,2023-04-14T11:44:06.000Z,51,30,38.0,8.0,3500.0
IDZR834Y1U06WP,676371995694,B02141P,unknown,JAK.22,2023-04-14,2023-04-14T05:07:59.000Z,2023-04-14T06:43:07.000Z,35,13,15.0,2.0,0.0
KKJF920S9F16HR,4181188603059045,B06654P,unknown,11B,2023-04-14,2023-04-14T09:19:14.000Z,2023-04-14T10:40:04.000Z,20,1,2.0,1.0,0.0
MQWK401V8X25MN,36883602587849,B00115P,B04263P,6Q,2023-04-14,2023-04-14T19:56:08.000Z,2023-04-14T21:30:53.000Z,34,5,12.0,7.0,3500.0
IQDU226A5T33IX,630471439459,P00204,P00247,7,2023-04-14,2023-04-14T20:10:23.000Z,2023-04-14T21:24:30.000Z,14,13,15.0,2.0,3500.0
KVMU808V6X51HL,4543770359797416,B02538P,B05072P,1E,2023-04-14,2023-04-14T15:45:52.000Z,2023-04-14T17:33:57.000Z,48,18,21.0,3.0,3500.0
FWTV948Z0F26QC,4712578077830764,B00100P,P00194,11Q,2023-04-14,2023-04-14T18:12:42.000Z,2023-04-14T19:59:35.000Z,46,13,27.0,14.0,3500.0
IQBH383S8Y04SL,3522515700043201,B00171P,B04915P,JAK.61,2023-04-14,2023-04-14T16:54:54.000Z,2023-04-14T18:26:43.000Z,31,38,40.0,2.0,0.0
LCBR904O2O03OU,4124479653277670248,P00071,P00026,1F,2023-04-14,2023-04-14T20:48:24.000Z,2023-04-14T21:55:03.000Z,6,5,6.0,1.0,3500.0
PQAH459F7P06KA,213122351336222,P00178,P00168,10,2023-04-14,2023-04-14T20:53:05.000Z,2023-04-14T22:19:53.000Z,26,0,4.0,4.0,3500.0
LETK014H0M79UW,3592479316508823,P00087,P00088,M3,2023-04-14,2023-04-14T20:13:44.000Z,2023-04-14T21:55:50.000Z,42,7,12.0,5.0,3500.0
LJNR349E8B94ST,4121673937975,B06563P,B05714P,JAK.120,2023-04-14,2023-04-14T15:18:04.000Z,2023-04-14T17:11:34.000Z,53,38,40.0,2.0,0.0
KRLS674Q4J45PU,30049505347485,B01304P,B05821P,S21,2023-04-14,2023-04-14T20:44:09.000Z,2023-04-14T21:43:52.000Z,59,6,17.0,11.0,3500.0
GOXX365Z0Y99IT,3546981403871656,P00157,B02693P,2B,2023-04-14,2023-04-14T17:56:13.000Z,2023-04-14T19:38:08.000Z,41,0,7.0,7.0,3500.0
REQN347O4B60WC,4582832677562989,P00208,P00243,M3,2023-04-14,2023-04-14T15:40:54.000Z,2023-04-14T17:18:39.000Z,37,5,9.0,4.0,3500.0
TMIT598S7A11HM,4576861140710803534,B02145P,B04388P,JAK.72,2023-04-14,2023-04-14T15:27:36.000Z,2023-04-14T16:57:43.000Z,30,48,49.0,1.0,0.0
AYUL681D4N97KR,4840744854508974,B01131P,B04167P,JAK.53,2023-04-14,2023-04-14T20:12:57.000Z,2023-04-14T21:50:54.000Z,37,12,19.0,7.0,0.0
CEMZ186E6Q35QB,375849137332372,B04077P,B02584P,JAK.58,2023-04-14,2023-04-14T16:17:50.000Z,2023-04-14T17:17:39.000Z,59,32,35.0,3.0,0.0
KVDH936J3E13UW,4437160351996555,B00326P,B03314P,1N,2023-04-14,2023-04-14T16:46:58.000Z,2023-04-14T18:28:39.000Z,41,11,15.0,4.0,3500.0
UBNP698W8I64JU,370095866460258,P00077,P00052,M4,2023-04-14,2023-04-14T16:46:41.000Z,2023-04-14T17:53:05.000Z,6,14,15.0,1.0,3500.0
WQYZ182K7Z44QF,630419596436,B02414P,B00611P,1K,2023-04-14,2023-04-14T18:18:01.000Z,2023-04-14T20:16:44.000Z,58,4,5.0,1.0,20000.0
NJUT068L5Q30UL,3540357155140234,B02947P,B06654P,2E,2023-04-14,2023-04-14T20:58:31.000Z,2023-04-14T22:52:08.000Z,53,10,23.0,13.0,0.0
COHV955T5K81SP,213125070843980,B00229P,B00148P,S31,2023-04-14,2023-04-14T16:00:31.000Z,2023-04-14T17:14:29.000Z,13,4,5.0,1.0,20000.0
VQOD712V2P28OV,6011718928121822,B01638P,B05315P,1R,2023-04-14,2023-04-14T18:35:17.000Z,2023-04-14T19:43:59.000Z,8,2,4.0,2.0,3500.0
SEGQ641Q8B71WN,4724873649782668,B06633P,P00053,6U,2023-04-14,2023-04-14T20:51:49.000Z,2023-04-14T22:18:11.000Z,26,0,17.0,17.0,3500.0
CLCP991E3B73TB,213110868551409,B01813P,B03201P,2P,2023-04-14,2023-04-14T15:45:16.000Z,2023-04-14T17:04:41.000Z,19,3,11.0,8.0,3500.0
JZZU311V9A37AJ,3509163775507805,B02408P,B02972P,9D,2023-04-14,2023-04-14T15:08:36.000Z,2023-04-14T17:05:31.000Z,56,32,46.0,14.0,3500.0
BWCM132O7P03BM,3569644495730154,B00190P,B04320P,1C,2023-04-14,2023-04-14T15:59:26.000Z,2023-04-14T17:59:24.000Z,59,15,25.0,10.0,3500.0
STIX928G7W03JD,4592780721139296,P00028,P00258,2B,2023-04-14,2023-04-14T18:48:45.000Z,2023-04-14T19:51:04.000Z,2,16,17.0,1.0,3500.0
OJSG685Z8N15VQ,180001837393123,P00260,P00087,8A,2023-04-14,2023-04-14T16:48:56.000Z,2023-04-14T17:54:57.000Z,6,4,6.0,2.0,3500.0
FZYV956Z2G92MD,30453434239088,B03138P,B03695P,JAK.52,2023-04-14,2023-04-14T16:46:01.000Z,2023-04-14T18:45:08.000Z,59,11,14.0,3.0,0.0
LDWK933S6M47AP,378517729021177,B03936P,B05068P,JAK.13,2023-04-14,2023-04-14T15:38:11.000Z,2023-04-14T17:21:44.000Z,43,32,35.0,3.0,0.0
QONS892Y8O17JA,3575726862796769,P00176,P00211,8A,2023-04-14,2023-04-14T18:46:52.000Z,2023-04-14T20:43:12.000Z,56,2,5.0,3.0,3500.0
