transID,payCardID,halteID_tapIn,halteID_tapOut,corridorID,transaction_created_at,tapInTime,tapOutTime,duration,stopStartSeq,stopEndSeq,seqAmount,payAmount
SDWO053B0U18FU,4214467493248935559,P00208,P00087,3H,2023-04-10,2023-04-10T19:48:12.000Z,2023-04-10T21:44:56.000Z,56,7,8.0,1.0,""
GOAO238D9A00HO,3580438908059433,B02818P,B06654P,11P,2023-04-10,2023-04-10T21:12:22.000Z,2023-04-10T22:34:04.000Z,21,18,21.0,3.0,0.0
ZIST638C2Z19WO,565511286645,P00169,B03281P,11K,2023-04-10,2023-04-10T19:08:15.000Z,2023-04-10T20:49:54.000Z,41,0,1.0,1.0,0.0
UEFQ925L4M53PU,501829329314,P00073,P00160,6,2023-04-10,2023-04-10T20:04:32.000Z,2023-04-10T21:11:50.000Z,7,4,6.0,2.0,3500.0
TSEM364F5M55UM,4495228866149,B01520P,B03665P,JAK.72,2023-04-10,2023-04-10T20:31:40.000Z,2023-04-10T22:27:55.000Z,56,0,25.0,25.0,0.0
AXGO698R4D73HM,180040670397460,B02708P,P00073,6H,2023-04-10,2023-04-10T20:32:33.000Z,2023-04-10T22:00:16.000Z,27,8,29.0,21.0,3500.0
LSQY190C9L40TE,3553913499987591,B05743P,B01750P,unknown,2023-04-10,2023-04-10T19:28:18.000Z,2023-04-10T21:22:30.000Z,54,33,34.0,1.0,0.0
GUWB428G3B28HD,3596612633477696,B02616P,B02318P,8C,2023-04-10,2023-04-10T17:22:11.000Z,2023-04-10T18:27:00.000Z,4,4,25.0,21.0,3500.0
EHLI948U1X59CR,3548452441599863,P00281,B01584P,9E,2023-04-10,2023-04-10T18:22:45.000Z,2023-04-10T19:51:10.000Z,28,6,17.0,11.0,3500.0
IVEE214V0J40VQ,4542110885190433,B06164P,B01324P,JAK.113,2023-04-10,2023-04-10T20:02:46.000Z,2023-04-10T21:48:19.000Z,45,13,20.0,7.0,0.0
ADFN188L7S86FE,3571912617977029,P00120,B05725P,6H,2023-04-10,2023-04-10T20:20:32.000Z,2023-04-10T21:18:22.000Z,57,20,36.0,16.0,3500.0
DZTU203P2W73EA,4245292824652416,B00045P,B01147P,JAK.44,2023-04-10,2023-04-10T18:26:43.000Z,2023-04-10T19:17:22.000Z,50,35,37.0,2.0,0.0
OJIZ475W7M60IO,3533554681284713,B00705P,B04919P,JAK.56,2023-04-10,2023-04-10T18:08:21.000Z,2023-04-10T19:57:45.000Z,49,58,60.0,2.0,0.0
KZMA926C3P44DZ,4544515842302442,unknown,P00118,5C,2023-04-10,2023-04-10T19:21:22.000Z,2023-04-10T20:51:30.000Z,30,5,14.0,9.0,3500.0
PWGO333J1X79QD,3529040558177467,B02082P,B05695P,5F,2023-04-10,2023-04-10T17:47:34.000Z,2023-04-10T19:31:39.000Z,44,19,20.0,1.0,3500.0
PEQN325G4L39WM,4323424420612,B02106P,B04848P,JAK.04,2023-04-10,2023-04-10T19:05:30.000Z,2023-04-10T20:08:22.000Z,2,0,7.0,7.0,0.0
QHXP543K9P62AE,6594038151360079,B03003P,B05935P,2E,2023-04-10,2023-04-10T21:24:40.000Z,2023-04-10T23:06:05.000Z,41,28,31.0,3.0,0.0
ZWJW435W4K57CW,4484508142147221,B02607P,B05142P,JAK.07,2023-04-10,2023-04-10T20:27:23.000Z,2023-04-10T22:20:09.000Z,52,20,23.0,3.0,0.0
RIIK349C4R67MS,2589024911735525,B05866P,B05725P,JAK.23,2023-04-10,2023-04-10T20:17:01.000Z,2023-04-10T21:17:20.000Z,0,34,36.0,2.0,0.0
KSOJ359N4K82YR,4306567886746588452,B00118P,B02405P,S11,2023-04-10,2023-04-10T20:32:22.000Z,2023-04-10T22:15:22.000Z,43,13,18.0,5.0,3500.0
TYQT533G2Y79GV,4254578036400869,B02065P,B00042P,JAK.31,2023-04-10,2023-04-10T19:57:52.000Z,2023-04-10T21:42:51.000Z,44,42,55.0,13.0,0.0
GCOE389U2Y29OH,38919000659661,P00174,B02016P,11Q,2023-04-10,2023-04-10T21:57:03.000Z,2023-04-10T23:08:50.000Z,11,3,15.0,12.0,3500.0
BYUN702R6E75SA,4667963556135841,P00035,unknown,M10,2023-04-10,2023-04-10T21:19:23.000Z,2023-04-10T22:38:23.000Z,19,14,19.0,5.0,3500.0
TWXC577G2L27YC,6541451803309614,P00088,P00201,2A,2023-04-10,2023-04-10T17:10:02.000Z,2023-04-10T18:55:22.000Z,45,23,24.0,1.0,3500.0
ALKP748H0I11UZ,3551981413181544,B01963P,unknown,D31,2023-04-10,2023-04-10T19:57:05.000Z,2023-04-10T21:43:15.000Z,46,8,10.0,2.0,20000.0
BVVS482C3C85RX,4924888393613412,B03311P,B02277P,9H,2023-04-10,2023-04-10T18:46:22.000Z,2023-04-10T20:24:37.000Z,38,12,25.0,13.0,3500.0
OVHY455I6G73DN,30393449116998,B00462P,B05021P,JAK.02,2023-04-10,2023-04-10T19:30:42.000Z,2023-04-10T20:49:55.000Z,19,20,32.0,12.0,0.0
KSDA717M3W27TH,38054561616619,B00880P,B01791P,JAK.10,2023-04-10,2023-04-10T20:02:21.000Z,2023-04-10T21:41:41.000Z,39,21,29.0,8.0,0.0
GEDA782V6B49EU,6523645346654293,B00582P,B05708P,JAK.71,2023-04-10,2023-04-10T19:50:13.000Z,2023-04-10T20:45:07.000Z,54,2,20.0,18.0,0.0
KTSK227S0E71DI,4749161925932703003,B00221P,B00222P,T21,2023-04-10,2023-04-10T17:42:25.000Z,2023-04-10T19:03:26.000Z,21,11,12.0,1.0,20000.0
CMZM670F9C97GF,342543475347247,P00055,P00248,M10,2023-04-10,2023-04-10T19:19:57.000Z,2023-04-10T20:44:32.000Z,24,20,21.0,1.0,3500.0
TIRZ424N5M69FU,6573313022751813,B04983P,B02115P,JAK.22,2023-04-10,2023-04-10T19:10:55.000Z,2023-04-10T20:18:54.000Z,7,10,14.0,4.0,0.0
RARG681T1F44XC,573942256138,P00054,unknown,8,2023-04-10,2023-04-10T20:52:35.000Z,2023-04-10T22:45:29.000Z,52,11,12.0,1.0,3500.0
AMMZ887B7B99MH,6011016864826912,P00073,unknown,L13E,2023-04-10,2023-04-10T18:38:32.000Z,"","",4,"","",3500.0
VJFP865O8W66LA,2647723044055343,B05458P,B05321P,JAK.74,2023-04-10,2023-04-10T20:03:03.000Z,2023-04-10T21:58:34.000Z,55,12,18.0,6.0,0.0
QFTY208R1V85AY,60404498697,B00876P,B04380P,JAK.11,2023-04-10,2023-04-10T19:12:07.000Z,2023-04-10T20:11:45.000Z,59,16,33.0,17.0,0.0
FEBD806W4S11ZH,2720946153421739,P00114,unknown,JIS3,2023-04-10,2023-04-10T19:30:56.000Z,"","",9,"","",3500.0
IWQW098T1H23LY,4298112060738897946,B06833P,B05515P,JAK.44,2023-04-10,2023-04-10T21:00:24.000Z,2023-04-10T22:26:40.000Z,26,40,42.0,2.0,0.0
SSZK122S5I18CE,4224452028283146,B06667P,B00368P,11P,2023-04-10,2023-04-10T20:44:30.000Z,2023-04-10T22:09:06.000Z,24,2,8.0,6.0,0.0
DHQR731G5S58LC,4544982061905141,P00116,unknown,JAK.40,2023-04-10,2023-04-10T21:06:51.000Z,"","",20,"","",0.0
KLNA479Z0X31KZ,4629225227158,B00349P,B05403P,8E,2023-04-10,2023-04-10T18:45:37.000Z,2023-04-10T20:41:13.000Z,55,23,29.0,6.0,3500.0
SADC629I9M90LV,213199263446000,B00968P,B05708P,JAK.72,2023-04-10,2023-04-10T19:35:59.000Z,2023-04-10T21:35:01.000Z,59,12,29.0,17.0,0.0
JDJZ708J5I29YX,36862448099508,B01322P,B03944P,JAK.11,2023-04-10,2023-04-10T19:17:46.000Z,2023-04-10T20:58:53.000Z,41,40,41.0,1.0,0.0
KIIZ099A7B33LV,4861975056603973,B00693P,B05899P,6U,2023-04-10,2023-04-10T18:37:45.000Z,2023-04-10T20:33:04.000Z,55,5,23.0,18.0,3500.0
FKLE044F8B32QM,4631523226967560,B01994P,B00358P,JAK.48B,2023-04-10,2023-04-10T19:23:06.000Z,2023-04-10T21:18:11.000Z,55,4,5.0,1.0,""
OOKB553V1X79OE,346754681244542,B04694P,B00838P,JAK.03,2023-04-10,2023-04-10T18:37:23.000Z,2023-04-10T20:09:48.000Z,32,19,21.0,2.0,0.0
NFEB987F0R20BR,213148974212458,B02425P,B05236P,5M,2023-04-10,2023-04-10T17:28:49.000Z,2023-04-10T18:29:41.000Z,0,12,26.0,14.0,3500.0
QXLR223C9F05LM,30596212770078,P00136,P00259,M13,2023-04-10,2023-04-10T21:25:03.000Z,2023-04-10T22:44:16.000Z,19,8,10.0,2.0,3500.0
QDTN098D0S70GW,30471438544758,B04092P,B02512P,JAK.38,2023-04-10,2023-04-10T18:41:22.000Z,2023-04-10T19:49:09.000Z,7,42,43.0,1.0,0.0
CPDA547K0S05AT,4331844486345,B05130P,B01689P,JAK.19,2023-04-10,2023-04-10T20:36:42.000Z,2023-04-10T21:36:25.000Z,59,14,43.0,29.0,0.0
WTHG853Z3T82WI,4192676882444533975,P00064,P00179,9N,2023-04-10,2023-04-10T17:02:08.000Z,2023-04-10T18:02:14.000Z,0,1,2.0,1.0,3500.0
OLCY490M3U66YP,213108112882307,B02347P,B01911P,JAK.72,2023-04-10,2023-04-10T18:52:51.000Z,2023-04-10T19:43:35.000Z,50,3,15.0,12.0,0.0
RPUG499A6F53TD,4455385206351091343,B00390P,B03201P,2P,2023-04-10,2023-04-10T20:39:31.000Z,2023-04-10T22:08:38.000Z,29,5,11.0,6.0,3500.0
GBIT041K4J78SZ,4113704079015924,B04582P,B00038P,6N,2023-04-10,2023-04-10T19:58:11.000Z,2023-04-10T21:29:40.000Z,31,13,19.0,6.0,3500.0
WYGN101D9F85UD,3523401971692951,B00300P,B05289P,JAK.32,2023-04-10,2023-04-10T18:50:29.000Z,2023-04-10T19:44:46.000Z,54,57,58.0,1.0,0.0
RQMK600G4O40VD,575724437786,B00791P,B05350P,11N,2023-04-10,2023-04-10T19:04:36.000Z,2023-04-10T20:56:17.000Z,51,8,14.0,6.0,0.0
RQWM001E0P57SI,3542465875351169,B05715P,unknown,9D,2023-04-10,2023-04-10T20:55:27.000Z,2023-04-10T21:52:04.000Z,56,0,16.0,16.0,3500.0
OGXU883U3Y45NQ,30482544684347,B00377P,B06659P,R1A,2023-04-10,2023-04-10T19:48:15.000Z,2023-04-10T21:42:07.000Z,53,5,29.0,24.0,3500.0
ZIFC130Z6U52OY,571979859337,P00142,P00021,5,2023-04-10,2023-04-10T19:26:05.000Z,2023-04-10T20:39:20.000Z,13,7,9.0,2.0,3500.0
AFXK883E9K41PB,4965463575651342140,B04136P,B03041P,3B,2023-04-10,2023-04-10T18:46:39.000Z,2023-04-10T20:32:56.000Z,46,1,4.0,3.0,0.0
OQZU359B1M09FH,4128076101888382603,B01142P,B02663P,JAK.50,2023-04-10,2023-04-10T19:50:40.000Z,2023-04-10T21:28:55.000Z,38,27,37.0,10.0,0.0
CEIQ529P1A99WU,180004593186475,P00145,B03883P,7D,2023-04-10,2023-04-10T20:25:11.000Z,2023-04-10T22:07:00.000Z,41,0,11.0,11.0,3500.0
GLHH377I0B01VX,2225718394811808,B04365P,B06260P,JAK.40,2023-04-10,2023-04-10T20:15:57.000Z,2023-04-10T21:32:18.000Z,16,11,17.0,6.0,0.0
FZVZ873Q3O39CE,575273480229,P00281,P00144,9A,2023-04-10,2023-04-10T20:08:17.000Z,2023-04-10T21:14:51.000Z,6,4,10.0,6.0,3500.0
KEMB767K7R47QV,630470696539,B01834P,unknown,6D,2023-04-10,2023-04-10T20:08:06.000Z,"","",14,"","",3500.0
PZGL795Z9V08DU,4228391009711723,B06292P,B05530P,12F,2023-04-10,2023-04-10T17:33:54.000Z,2023-04-10T18:24:17.000Z,50,1,10.0,9.0,0.0
FCGJ683L6G11PE,6539609181866141,P00043,P00096,13C,2023-04-10,2023-04-10T20:35:55.000Z,2023-04-10T22:32:15.000Z,56,13,15.0,2.0,3500.0
CTKZ992P9I94UR,4483881844493578,B03043P,B04315P,JAK.58,2023-04-10,2023-04-10T18:25:50.000Z,2023-04-10T20:09:02.000Z,43,23,66.0,43.0,0.0
ENWV834Q8X87XI,5164263631970030,B04937P,B02022P,JAK.61,2023-04-10,2023-04-10T17:52:05.000Z,2023-04-10T19:18:59.000Z,26,3,43.0,40.0,0.0
RHDV700P3H24VI,3569356789042960,B02103P,B02411P,B14,2023-04-10,2023-04-10T20:12:17.000Z,2023-04-10T21:48:15.000Z,35,13,14.0,1.0,20000.0
BDMM948K9L22TB,6011627303030500,P00169,B03281P,11K,2023-04-10,2023-04-10T18:40:24.000Z,2023-04-10T20:15:02.000Z,34,0,1.0,1.0,0.0
TRSX567E6K54FT,30297544751882,P00258,B03267P,2F,2023-04-10,2023-04-10T17:55:32.000Z,2023-04-10T18:50:16.000Z,54,2,6.0,4.0,0.0
WLTP736S6V68TX,213182881743974,B00248P,unknown,1T,2023-04-10,2023-04-10T20:16:12.000Z,2023-04-10T21:31:01.000Z,14,0,12.0,12.0,20000.0
LPWG138O7H10KY,4837447905158177016,B05544P,P00112,1K,2023-04-10,2023-04-10T20:35:32.000Z,2023-04-10T21:54:46.000Z,19,6,8.0,2.0,20000.0
BBMM741P5T22VZ,4393424535509774814,B02863P,B00102P,1T,2023-04-10,2023-04-10T19:13:50.000Z,2023-04-10T20:59:40.000Z,45,11,16.0,5.0,20000.0
NCUL037D8J00RN,180040603003177,B03893P,unknown,JAK.15,2023-04-10,2023-04-10T21:55:31.000Z,"","",28,"","",0.0
IAUO665V4P62JJ,4476550221067536122,B04789P,B01745P,JIS3,2023-04-10,2023-04-10T17:45:06.000Z,2023-04-10T19:40:12.000Z,55,11,13.0,2.0,3500.0
JJQE398Q5L13OC,4612175181278450,B04462P,B05725P,JAK.24,2023-04-10,2023-04-10T18:41:13.000Z,2023-04-10T19:49:26.000Z,8,44,50.0,6.0,0.0
XENL552S3Y83FO,4725775400524,P00174,P00020,unknown,2023-04-10,2023-04-10T19:31:26.000Z,2023-04-10T21:07:23.000Z,35,3,5.0,2.0,0.0
ITXR447C5N55XR,213146115464780,B02812P,B05936P,JAK.14,2023-04-10,2023-04-10T21:41:05.000Z,2023-04-10T22:47:55.000Z,6,32,43.0,11.0,0.0
BIJA972U9Q52WT,6011538949512787,B04762P,B05942P,JAK.29,2023-04-10,2023-04-10T20:02:41.000Z,2023-04-10T21:47:31.000Z,44,50,51.0,1.0,0.0
HWFB264O1A94XQ,3533955956389840,B03652P,B00813P,JAK.49,2023-04-10,2023-04-10T19:14:21.000Z,2023-04-10T20:40:54.000Z,26,24,53.0,29.0,0.0
TUNI578F0R84LG,5250092671931114,B05933P,unknown,JAK.32,2023-04-10,2023-04-10T17:20:07.000Z,"","",26,"","",0.0
XDZV321K9L26NP,4739532514157439,B05695P,B01805P,5F,2023-04-10,2023-04-10T20:40:53.000Z,2023-04-10T22:31:17.000Z,50,20,22.0,2.0,3500.0
FMKK941A5E03WQ,348056817539268,P00122,P00207,unknown,2023-04-10,2023-04-10T21:09:33.000Z,2023-04-10T22:29:35.000Z,20,3,9.0,6.0,3500.0
CXXZ004D8U94NO,372186852282778,B03313P,B00226P,1T,2023-04-10,2023-04-10T19:49:32.000Z,2023-04-10T21:44:19.000Z,54,4,14.0,10.0,20000.0
WPND393F7D60YK,30146000910179,B05903P,B06063P,S11,2023-04-10,2023-04-10T17:15:08.000Z,2023-04-10T18:56:26.000Z,41,17,25.0,8.0,3500.0
VHWO112W2F60QX,4489337334208780658,P00196,P00060,10D,2023-04-10,2023-04-10T20:08:28.000Z,2023-04-10T21:18:49.000Z,10,9,15.0,6.0,3500.0
NUOJ096E8R34PE,2259163638164343,unknown,B01664P,JAK.112,2023-04-10,2023-04-10T21:01:15.000Z,2023-04-10T22:55:21.000Z,54,12,15.0,3.0,0.0
GEPC387M3F02KO,3565528607360162,B05432P,P00188,4C,2023-04-10,2023-04-10T21:32:16.000Z,2023-04-10T22:28:52.000Z,56,11,19.0,8.0,3500.0
YQVS975W9H56YH,3529812024069001,P00161,P00026,10H,2023-04-10,2023-04-10T17:16:04.000Z,2023-04-10T18:43:36.000Z,27,6,14.0,8.0,3500.0
GLTZ690E6P12MZ,2273899076950287,P00092,B05725P,12B,2023-04-10,2023-04-10T17:19:50.000Z,2023-04-10T19:04:26.000Z,44,21,24.0,3.0,3500.0
BNQE778V7O17UD,4956673008776,B02891P,B02993P,JAK.01,2023-04-10,2023-04-10T21:00:32.000Z,2023-04-10T22:06:41.000Z,6,4,29.0,25.0,0.0
WXJU106U3Y24HX,4951106743101541,B02670P,B01730P,4E,2023-04-10,2023-04-10T19:43:59.000Z,2023-04-10T21:31:14.000Z,47,3,7.0,4.0,0.0
UMEU643M9A34OV,213100436673249,B04445P,B03424P,JAK.110A,2023-04-10,2023-04-10T19:51:50.000Z,2023-04-10T21:49:58.000Z,58,16,32.0,16.0,0.0
PYIJ751H5B36XM,6543676226758108,B02781P,B00243P,5N,2023-04-10,2023-04-10T18:58:12.000Z,2023-04-10T19:55:28.000Z,57,29,58.0,29.0,3500.0
VBEG809U9R48HJ,4034493214627498,B03723P,B05048P,JAK.30,2023-04-10,2023-04-10T20:03:55.000Z,2023-04-10T21:20:40.000Z,16,45,47.0,2.0,0.0
WFQP769I7B12JJ,3502084149637283,P00273,P00048,6B,2023-04-10,2023-04-10T21:05:56.000Z,2023-04-10T22:54:46.000Z,48,9,14.0,5.0,3500.0
TJOR634W0K73EM,676283044227,B01963P,B00664P,6P,2023-04-10,2023-04-10T21:27:15.000Z,2023-04-10T22:56:14.000Z,28,6,9.0,3.0,20000.0
PRGX581B6I50LH,4792312628110344784,P00170,B03277P,3C,2023-04-10,2023-04-10T20:44:46.000Z,2023-04-10T22:11:57.000Z,27,0,1.0,1.0,0.0
VJWN535O9R77FJ,4421630797854,B02096P,B02162P,S21,2023-04-10,2023-04-10T21:02:00.000Z,2023-04-10T22:36:44.000Z,34,3,5.0,2.0,3500.0
RBTO492Y6C22II,4586454154379245,B02155P,unknown,JAK.48A,2023-04-10,2023-04-10T17:48:21.000Z,"","",14,"","",""
LVOE692A0G20OM,30310358800206,B02103P,B02411P,B14,2023-04-10,2023-04-10T21:12:39.000Z,2023-04-10T22:23:05.000Z,10,13,14.0,1.0,20000.0
PTXI015F2Q47FG,2243068249815945,B00248P,P00016,7C,2023-04-10,2023-04-10T18:49:42.000Z,2023-04-10T20:04:35.000Z,14,0,1.0,1.0,3500.0
RBJS514Z3P47TV,6595765906487927,B00825P,B00304P,M1H,2023-04-10,2023-04-10T19:56:40.000Z,2023-04-10T21:36:46.000Z,40,0,8.0,8.0,""
HCWA947V1P07HL,213169323959862,B03033P,B02600P,S21,2023-04-10,2023-04-10T21:55:44.000Z,2023-04-10T23:24:14.000Z,28,25,26.0,1.0,3500.0
VDSE437N6W36BW,2254018175787390,unknown,B02525P,JAK.71,2023-04-10,2023-04-10T18:03:30.000Z,2023-04-10T19:49:13.000Z,45,11,16.0,5.0,0.0
EERR164D1T84ED,180064464472990,B05431P,B03214P,6H,2023-04-10,2023-04-10T21:10:56.000Z,2023-04-10T22:03:15.000Z,52,18,41.0,23.0,3500.0
CUMX923B4K88KI,4885706111446864,B01787P,B04537P,JAK.08,2023-04-10,2023-04-10T21:27:49.000Z,2023-04-10T23:00:18.000Z,32,21,28.0,7.0,0.0
GSND473L4P63TP,180057326497940,B00645P,B02667P,4F,2023-04-10,2023-04-10T19:47:16.000Z,2023-04-10T21:42:11.000Z,54,36,38.0,2.0,3500.0
EZRX498C8D66CS,180050480653705,B01167P,B01323P,JAK.41,2023-04-10,2023-04-10T20:13:47.000Z,2023-04-10T21:52:04.000Z,38,32,38.0,6.0,0.0
ECIC749Y2N24VW,4071577362475,B00555P,B02851P,11C,2023-04-10,2023-04-10T18:36:26.000Z,2023-04-10T19:38:44.000Z,2,3,4.0,1.0,0.0
BBEJ776H6K26UH,4097703851248718064,P00195,P00005,2B,2023-04-10,2023-04-10T17:25:01.000Z,2023-04-10T19:05:28.000Z,40,24,25.0,1.0,3500.0
IEVT572J7Y39NB,4148347241602606,B03133P,B03953P,JAK.42,2023-04-10,2023-04-10T20:21:54.000Z,2023-04-10T22:04:53.000Z,42,13,22.0,9.0,0.0
MDSG143M6D63YA,2257480643432230,B03254P,B05132P,JAK.32,2023-04-10,2023-04-10T17:20:19.000Z,2023-04-10T18:19:01.000Z,58,7,42.0,35.0,0.0
QLAM599X4N10OQ,5336700906288492,P00247,P00101,7,2023-04-10,2023-04-10T21:52:13.000Z,2023-04-10T23:50:23.000Z,58,15,16.0,1.0,3500.0
JADV220O4J19EC,3536260321802008,B02759P,B03052P,8E,2023-04-10,2023-04-10T21:17:17.000Z,2023-04-10T22:26:15.000Z,8,16,26.0,10.0,3500.0
XYNM250V1B52AH,30431553316218,B05261P,B01091P,JAK.19,2023-04-10,2023-04-10T21:33:07.000Z,2023-04-10T23:13:27.000Z,40,33,52.0,19.0,0.0
ISJN656P8A58NV,6011309044185857,P00064,P00179,9C,2023-04-10,2023-04-10T19:45:32.000Z,2023-04-10T21:09:41.000Z,24,14,15.0,1.0,3500.0
FDKW754C0O04OG,30029590639160,B05317P,B01896P,3E,2023-04-10,2023-04-10T17:39:26.000Z,2023-04-10T18:52:49.000Z,13,4,16.0,12.0,3500.0
GGOK611X4D49QS,502057680857,B01300P,B03795P,JAK.06,2023-04-10,2023-04-10T21:35:02.000Z,2023-04-10T22:41:10.000Z,6,22,37.0,15.0,0.0
UQKA916E7M07RO,4491168846978040,B04883P,B05045P,JAK.13,2023-04-10,2023-04-10T19:44:53.000Z,2023-04-10T21:06:39.000Z,21,34,39.0,5.0,0.0
SONL523D4M75GO,4048469899809060431,B00304P,B00323P,1H,2023-04-10,2023-04-10T20:11:17.000Z,2023-04-10T22:01:56.000Z,50,8,9.0,1.0,3500.0
ITJK576C9E45FG,36393783138941,B03205P,B02758P,JAK.74,2023-04-10,2023-04-10T18:08:03.000Z,2023-04-10T19:02:38.000Z,54,8,13.0,5.0,0.0
WZOP369I5O85RT,180048325425156,B03360P,B00583P,JAK.71,2023-04-10,2023-04-10T19:21:37.000Z,2023-04-10T21:14:12.000Z,52,18,20.0,2.0,0.0
FUDC684M4R55PP,4863011275705925560,unknown,B04733P,JAK.16,2023-04-10,2023-04-10T20:42:16.000Z,2023-04-10T22:00:00.000Z,17,2,9.0,7.0,0.0
MFFC159Q1A07LB,4866015896366005266,P00217,B00322P,1F,2023-04-10,2023-04-10T17:22:02.000Z,2023-04-10T18:24:33.000Z,2,2,4.0,2.0,3500.0
RLED189V3H93KI,6011651850954961,P00293,P00139,1,2023-04-10,2023-04-10T20:28:14.000Z,2023-04-10T21:31:45.000Z,3,15,17.0,2.0,3500.0
RNXC005X0G97VG,374068907744739,P00235,B00114P,6D,2023-04-10,2023-04-10T21:40:50.000Z,2023-04-10T22:55:05.000Z,14,0,6.0,6.0,3500.0
VRMN382R7G94YI,4731296980586052393,B00785P,B06865P,JAK.64,2023-04-10,2023-04-10T21:16:42.000Z,2023-04-10T22:28:24.000Z,11,13,22.0,9.0,0.0
DLHY915J1G35LE,589057391023,B02071P,unknown,unknown,2023-04-10,2023-04-10T19:33:08.000Z,"","",16,"","",0.0
QNXE829N1R45AV,6011971911544803,B01862P,B05054P,8K,2023-04-10,2023-04-10T19:19:23.000Z,2023-04-10T20:27:46.000Z,8,2,15.0,13.0,3500.0
